,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
1716,Banana,Original Orange Juice,0.14114776951672864,0.005343866171003717,0.0012314126394052044,0.008724279835390945,1.6325782787618535,0.0004771378487721285,1.0034101648972356,1,1,"Banana, Original Orange Juice",Banana---Original Orange Juice
961,Organic Whole Milk,Organic Garlic,0.0399860594795539,0.02562732342007435,0.0016728624535315986,0.04183614177803603,1.6324819058265374,0.000648126774954741,1.0169165411728636,1,1,"Organic Garlic, Organic Whole Milk",Organic Garlic---Organic Whole Milk
960,Organic Garlic,Organic Whole Milk,0.02562732342007435,0.0399860594795539,0.0016728624535315986,0.06527651858567543,1.6324819058265374,0.000648126774954741,1.0270566211387506,1,1,"Organic Garlic, Organic Whole Milk",Organic Garlic---Organic Whole Milk
857,Orange Bell Pepper,Banana,0.00766728624535316,0.14114776951672864,0.0017657992565055763,0.23030303030303031,1.6316448434966953,0.0006835789047276847,1.115831638029447,1,1,"Banana, Orange Bell Pepper",Banana---Orange Bell Pepper
856,Banana,Orange Bell Pepper,0.14114776951672864,0.00766728624535316,0.0017657992565055763,0.01251028806584362,1.631644843496695,0.0006835789047276847,1.0049043567360358,1,1,"Banana, Orange Bell Pepper",Banana---Orange Bell Pepper
1649,Seedless Red Grapes,Organic Whole Milk,0.019237918215613384,0.0399860594795539,0.001254646840148699,0.06521739130434782,1.6310032084480712,0.00048539829811638873,1.0269916573009423,1,1,"Organic Whole Milk, Seedless Red Grapes",Organic Whole Milk---Seedless Red Grapes
1648,Organic Whole Milk,Seedless Red Grapes,0.0399860594795539,0.019237918215613384,0.001254646840148699,0.03137710633352702,1.631003208448071,0.00048539829811638873,1.0125324191667242,1,1,"Organic Whole Milk, Seedless Red Grapes",Organic Whole Milk---Seedless Red Grapes
2287,Sparkling Natural Mineral Water,Organic Hass Avocado,0.01092007434944238,0.06022304832713755,0.0010687732342007435,0.09787234042553192,1.6251641712634621,0.00041113306891833994,1.0417338851090692,1,1,"Organic Hass Avocado, Sparkling Natural Mineral Water",Organic Hass Avocado---Sparkling Natural Mineral Water
2286,Organic Hass Avocado,Sparkling Natural Mineral Water,0.06022304832713755,0.01092007434944238,0.0010687732342007435,0.017746913580246913,1.625164171263462,0.00041113306891833994,1.0069501835374097,1,1,"Organic Hass Avocado, Sparkling Natural Mineral Water",Organic Hass Avocado---Sparkling Natural Mineral Water
1263,Organic Spring Mix,Bag of Organic Bananas,0.007992565055762083,0.11273234200743494,0.0014637546468401488,0.18313953488372092,1.6245518510707644,0.0005627340694573043,1.0861924354072683,1,1,"Bag of Organic Bananas, Organic Spring Mix",Bag of Organic Bananas---Organic Spring Mix
1262,Bag of Organic Bananas,Organic Spring Mix,0.11273234200743494,0.007992565055762083,0.0014637546468401488,0.012984336356141797,1.6245518510707642,0.0005627340694573043,1.0050574387866866,1,1,"Bag of Organic Bananas, Organic Spring Mix",Bag of Organic Bananas---Organic Spring Mix
1758,Bag of Organic Bananas,Unsweetened Vanilla Almond Milk,0.11273234200743494,0.006598513011152416,0.0012081784386617101,0.010717230008244025,1.6241886604043059,0.00046431261314796657,1.0041633364312268,1,1,"Bag of Organic Bananas, Unsweetened Vanilla Almond Milk",Bag of Organic Bananas---Unsweetened Vanilla Almond Milk
1759,Unsweetened Vanilla Almond Milk,Bag of Organic Bananas,0.006598513011152416,0.11273234200743494,0.0012081784386617101,0.18309859154929578,1.6241886604043057,0.00046431261314796657,1.0861379951288295,1,1,"Bag of Organic Bananas, Unsweetened Vanilla Almond Milk",Bag of Organic Bananas---Unsweetened Vanilla Almond Milk
688,Bag of Organic Bananas,Sparkling Natural Mineral Water,0.11273234200743494,0.01092007434944238,0.0019981412639405206,0.017724649629018964,1.6231253617722898,0.0007670957076325647,1.006927360313996,1,1,"Bag of Organic Bananas, Sparkling Natural Mineral Water",Bag of Organic Bananas---Sparkling Natural Mineral Water
689,Sparkling Natural Mineral Water,Bag of Organic Bananas,0.01092007434944238,0.11273234200743494,0.0019981412639405206,0.18297872340425533,1.6231253617722898,0.0007670957076325647,1.08597864389715,1,1,"Bag of Organic Bananas, Sparkling Natural Mineral Water",Bag of Organic Bananas---Sparkling Natural Mineral Water
1755,Organic Whole Milk,Organic Grape Tomatoes,0.0399860594795539,0.018982342007434944,0.0012314126394052044,0.030796048808832077,1.6223524366366373,0.0004723835828346762,1.0121890823772208,1,1,"Organic Grape Tomatoes, Organic Whole Milk",Organic Grape Tomatoes---Organic Whole Milk
1754,Organic Grape Tomatoes,Organic Whole Milk,0.018982342007434944,0.0399860594795539,0.0012314126394052044,0.06487148102815177,1.622352436636637,0.0004723835828346762,1.0266117662371785,1,1,"Organic Grape Tomatoes, Organic Whole Milk",Organic Grape Tomatoes---Organic Whole Milk
2325,Organic Strawberries,Broccoli Crown,0.07144516728624535,0.009247211895910781,0.0010687732342007435,0.014959349593495935,1.6177145892061935,0.0004081046333660397,1.0057988852492816,1,1,"Broccoli Crown, Organic Strawberries",Broccoli Crown---Organic Strawberries
2324,Broccoli Crown,Organic Strawberries,0.009247211895910781,0.07144516728624535,0.0010687732342007435,0.11557788944723617,1.6177145892061935,0.0004081046333660397,1.0499000665343021,1,1,"Broccoli Crown, Organic Strawberries",Broccoli Crown---Organic Strawberries
963,Uncured Genoa Salami,Bag of Organic Bananas,0.009177509293680297,0.11273234200743494,0.0016728624535315986,0.18227848101265823,1.616913813434627,0.0006382603370600187,1.0850486839227962,1,1,"Bag of Organic Bananas, Uncured Genoa Salami",Bag of Organic Bananas---Uncured Genoa Salami
962,Bag of Organic Bananas,Uncured Genoa Salami,0.11273234200743494,0.009177509293680297,0.0016728624535315986,0.01483924154987634,1.616913813434627,0.0006382603370600187,1.0057470135788835,1,1,"Bag of Organic Bananas, Uncured Genoa Salami",Bag of Organic Bananas---Uncured Genoa Salami
1408,Ground Turkey Breast,Banana,0.006017657992565055,0.14114776951672864,0.001370817843866171,0.22779922779922782,1.613905969461525,0.0005214388405010987,1.1122136384758363,1,1,"Banana, Ground Turkey Breast",Banana---Ground Turkey Breast
1409,Banana,Ground Turkey Breast,0.14114776951672864,0.006017657992565055,0.001370817843866171,0.0097119341563786,1.613905969461525,0.0005214388405010987,1.0037305065982658,1,1,"Banana, Ground Turkey Breast",Banana---Ground Turkey Breast
260,Organic Blackberries,Banana,0.01407992565055762,0.14114776951672864,0.0032063197026022303,0.22772277227722773,1.613364299392902,0.001218969602064648,1.112103529215518,1,1,"Banana, Organic Blackberries",Banana---Organic Blackberries
261,Banana,Organic Blackberries,0.14114776951672864,0.01407992565055762,0.0032063197026022303,0.022716049382716045,1.613364299392902,0.001218969602064648,1.0088368623333102,1,1,"Banana, Organic Blackberries",Banana---Organic Blackberries
702,Organic Raspberries,Limes,0.037616171003717475,0.03264405204460966,0.001974907063197026,0.052501544163063615,1.6083035308030307,0.0007469628192327358,1.0209578094783422,1,1,"Limes, Organic Raspberries",Limes---Organic Raspberries
703,Limes,Organic Raspberries,0.03264405204460966,0.037616171003717475,0.001974907063197026,0.060498220640569395,1.6083035308030307,0.0007469628192327358,1.0243555149543764,1,1,"Limes, Organic Raspberries",Limes---Organic Raspberries
780,Bag of Organic Bananas,Grated Parmesan,0.11273234200743494,0.01029275092936803,0.0018587360594795538,0.016488046166529265,1.6019085936962068,0.0006984101415126933,1.0062991560123022,1,1,"Bag of Organic Bananas, Grated Parmesan",Bag of Organic Bananas---Grated Parmesan
781,Grated Parmesan,Bag of Organic Bananas,0.01029275092936803,0.11273234200743494,0.0018587360594795538,0.1805869074492099,1.6019085936962068,0.0006984101415126933,1.082808739643819,1,1,"Bag of Organic Bananas, Grated Parmesan",Bag of Organic Bananas---Grated Parmesan
299,Organic Baby Arugula,Bag of Organic Bananas,0.01691449814126394,0.11273234200743494,0.0030436802973977696,0.17994505494505494,1.5962149968745187,0.0011368693080526804,1.0819612311869136,1,1,"Bag of Organic Bananas, Organic Baby Arugula",Bag of Organic Bananas---Organic Baby Arugula
298,Bag of Organic Bananas,Organic Baby Arugula,0.11273234200743494,0.01691449814126394,0.0030436802973977696,0.026999175597691674,1.5962149968745187,0.0011368693080526804,1.0103645107008234,1,1,"Bag of Organic Bananas, Organic Baby Arugula",Bag of Organic Bananas---Organic Baby Arugula
2122,Organic Reduced Fat Milk,Organic Baby Spinach,0.010362453531598512,0.06754182156133828,0.0011152416356877324,0.10762331838565023,1.5934322749633252,0.00041534264831884595,1.044915446190058,1,1,"Organic Baby Spinach, Organic Reduced Fat Milk",Organic Baby Spinach---Organic Reduced Fat Milk
2123,Organic Baby Spinach,Organic Reduced Fat Milk,0.06754182156133828,0.010362453531598512,0.0011152416356877324,0.01651186790505676,1.5934322749633252,0.00041534264831884595,1.0062526574269477,1,1,"Organic Baby Spinach, Organic Reduced Fat Milk",Organic Baby Spinach---Organic Reduced Fat Milk
406,Cucumber Kirby,Organic Strawberries,0.022885687732342008,0.07144516728624535,0.0026022304832713753,0.11370558375634517,1.5915083983327143,0.0009671586947734275,1.0476821422944425,1,1,"Cucumber Kirby, Organic Strawberries",Cucumber Kirby---Organic Strawberries
407,Organic Strawberries,Cucumber Kirby,0.07144516728624535,0.022885687732342008,0.0026022304832713753,0.036422764227642276,1.5915083983327143,0.0009671586947734275,1.014048771590634,1,1,"Cucumber Kirby, Organic Strawberries",Cucumber Kirby---Organic Strawberries
1727,Large Lemon,Sparkling Water Grapefruit,0.03759293680297398,0.02058550185873606,0.0012314126394052044,0.03275648949320148,1.5912407537103743,0.0004575431689722363,1.0125831680463675,1,1,"Large Lemon, Sparkling Water Grapefruit",Large Lemon---Sparkling Water Grapefruit
1726,Sparkling Water Grapefruit,Large Lemon,0.02058550185873606,0.03759293680297398,0.0012314126394052044,0.05981941309255079,1.5912407537103743,0.0004575431689722363,1.0236406458494178,1,1,"Large Lemon, Sparkling Water Grapefruit",Large Lemon---Sparkling Water Grapefruit
1177,Organic Avocado,Organic Cucumber,0.047560408921933084,0.019981412639405203,0.0015102230483271376,0.031753786028334154,1.5891662216970954,0.0005598988923591439,1.0121584502155083,1,1,"Organic Avocado, Organic Cucumber",Organic Avocado---Organic Cucumber
1176,Organic Cucumber,Organic Avocado,0.019981412639405203,0.047560408921933084,0.0015102230483271376,0.07558139534883722,1.5891662216970952,0.0005598988923591439,1.030312010474387,1,1,"Organic Avocado, Organic Cucumber",Organic Avocado---Organic Cucumber
1926,Large Alfresco Eggs,Organic Strawberries,0.010478624535315985,0.07144516728624535,0.0011849442379182156,0.1130820399113082,1.5827808122870586,0.0004362971550628101,1.0469455738847582,1,1,"Large Alfresco Eggs, Organic Strawberries",Large Alfresco Eggs---Organic Strawberries
1927,Organic Strawberries,Large Alfresco Eggs,0.07144516728624535,0.010478624535315985,0.0011849442379182156,0.016585365853658537,1.5827808122870586,0.0004362971550628101,1.0062097319953385,1,1,"Large Alfresco Eggs, Organic Strawberries",Large Alfresco Eggs---Organic Strawberries
1242,Unsweetened Almondmilk,Organic Strawberries,0.012964684014869889,0.07144516728624535,0.0014637546468401488,0.11290322580645161,1.5802779963283504,0.0005374906285844585,1.0467345386955051,1,1,"Organic Strawberries, Unsweetened Almondmilk",Organic Strawberries---Unsweetened Almondmilk
1243,Organic Strawberries,Unsweetened Almondmilk,0.07144516728624535,0.012964684014869889,0.0014637546468401488,0.02048780487804878,1.5802779963283504,0.0005374906285844585,1.0076804769768508,1,1,"Organic Strawberries, Unsweetened Almondmilk",Organic Strawberries---Unsweetened Almondmilk
840,Shredded Parmesan,Banana,0.007922862453531599,0.14114776951672864,0.0017657992565055763,0.22287390029325513,1.5790111388677694,0.0006475048930017551,1.1051645682822473,1,1,"Banana, Shredded Parmesan",Banana---Shredded Parmesan
841,Banana,Shredded Parmesan,0.14114776951672864,0.007922862453531599,0.0017657992565055763,0.01251028806584362,1.5790111388677694,0.0006475048930017551,1.0046455426895808,1,1,"Banana, Shredded Parmesan",Banana---Shredded Parmesan
1993,Banana,Organic Romaine,0.14114776951672864,0.005111524163568773,0.0011384758364312267,0.008065843621399177,1.5779723157500936,0.00041699560191263234,1.0029783423010818,1,1,"Banana, Organic Romaine",Banana---Organic Romaine
1992,Organic Romaine,Banana,0.005111524163568773,0.14114776951672864,0.0011384758364312267,0.22272727272727272,1.5779723157500933,0.00041699560191263234,1.1049560860018695,1,1,"Banana, Organic Romaine",Banana---Organic Romaine
23,Organic Whole Milk,Banana,0.0399860594795539,0.14114776951672864,0.008898698884758364,0.22254503195816386,1.5766811811488677,0.003254755777456087,1.1046970767277353,1,1,"Banana, Organic Whole Milk",Banana---Organic Whole Milk
22,Banana,Organic Whole Milk,0.14114776951672864,0.0399860594795539,0.008898698884758364,0.06304526748971193,1.5766811811488677,0.003254755777456087,1.0246108026461191,1,1,"Banana, Organic Whole Milk",Banana---Organic Whole Milk
41,Limes,Banana,0.03264405204460966,0.14114776951672864,0.00724907063197026,0.2220640569395018,1.5732735820043056,0.002641435497885601,1.1040140748664193,1,1,"Banana, Limes",Banana---Limes
40,Banana,Limes,0.14114776951672864,0.03264405204460966,0.00724907063197026,0.051358024691358015,1.5732735820043053,0.002641435497885601,1.0197271184849899,1,1,"Banana, Limes",Banana---Limes
497,Organic Baby Spinach,Organic Blueberries,0.06754182156133828,0.022351301115241636,0.002369888475836431,0.03508771929824562,1.569828938249991,0.0008602408842470393,1.013199560662386,1,1,"Organic Baby Spinach, Organic Blueberries",Organic Baby Spinach---Organic Blueberries
496,Organic Blueberries,Organic Baby Spinach,0.022351301115241636,0.06754182156133828,0.002369888475836431,0.10602910602910602,1.5698289382499908,0.0008602408842470393,1.0430520554162703,1,1,"Organic Baby Spinach, Organic Blueberries",Organic Baby Spinach---Organic Blueberries
1017,Italian Sparkling Mineral Water,Bag of Organic Bananas,0.009200743494423793,0.11273234200743494,0.0016263940520446097,0.17676767676767677,1.5680298450290207,0.0005891726897085446,1.0777852532670422,1,1,"Bag of Organic Bananas, Italian Sparkling Mineral Water",Bag of Organic Bananas---Italian Sparkling Mineral Water
1016,Bag of Organic Bananas,Italian Sparkling Mineral Water,0.11273234200743494,0.009200743494423793,0.0016263940520446097,0.014427040395713108,1.5680298450290204,0.0005891726897085446,1.005302800620045,1,1,"Bag of Organic Bananas, Italian Sparkling Mineral Water",Bag of Organic Bananas---Italian Sparkling Mineral Water
864,Garlic,Banana,0.007992565055762083,0.14114776951672864,0.0017657992565055763,0.22093023255813954,1.5652406928892715,0.0006376665261674105,1.1024073406203183,1,1,"Banana, Garlic",Banana---Garlic
865,Banana,Garlic,0.14114776951672864,0.007992565055762083,0.0017657992565055763,0.01251028806584362,1.5652406928892715,0.0006376665261674105,1.0045749570405478,1,1,"Banana, Garlic",Banana---Garlic
4,Organic Strawberries,Banana,0.07144516728624535,0.14114776951672864,0.015776022304832715,0.22081300813008134,1.5644101843487572,0.005691696299629635,1.1022414894557844,1,1,"Banana, Organic Strawberries",Banana---Organic Strawberries
5,Banana,Organic Strawberries,0.14114776951672864,0.07144516728624535,0.015776022304832715,0.11176954732510289,1.5644101843487572,0.005691696299629635,1.0453985561037915,1,1,"Banana, Organic Strawberries",Banana---Organic Strawberries
811,Seedless Red Grapes,Organic Hass Avocado,0.019237918215613384,0.06022304832713755,0.001812267657992565,0.09420289855072463,1.5642333154410446,0.0006537015795801604,1.03751375464684,1,1,"Organic Hass Avocado, Seedless Red Grapes",Organic Hass Avocado---Seedless Red Grapes
810,Organic Hass Avocado,Seedless Red Grapes,0.06022304832713755,0.019237918215613384,0.001812267657992565,0.03009259259259259,1.5642333154410446,0.0006537015795801604,1.0111914542502507,1,1,"Organic Hass Avocado, Seedless Red Grapes",Organic Hass Avocado---Seedless Red Grapes
297,Banana,Asparagus,0.14114776951672864,0.013801115241635688,0.0030436802973977696,0.021563786008230452,1.5624669188455196,0.0010956836641975649,1.0079337525079177,1,1,"Asparagus, Banana",Asparagus---Banana
296,Asparagus,Banana,0.013801115241635688,0.14114776951672864,0.0030436802973977696,0.22053872053872053,1.5624669188455196,0.0010956836641975649,1.1018536175098557,1,1,"Asparagus, Banana",Asparagus---Banana
433,Bag of Organic Bananas,Organic Reduced Fat 2% Milk,0.11273234200743494,0.014381970260223049,0.0025325278810408923,0.022464962901896125,1.562022622451711,0.0009112146909246695,1.0082687497991563,1,1,"Bag of Organic Bananas, Organic Reduced Fat 2% Milk",Bag of Organic Bananas---Organic Reduced Fat 2% Milk
432,Organic Reduced Fat 2% Milk,Bag of Organic Bananas,0.014381970260223049,0.11273234200743494,0.0025325278810408923,0.17609046849757673,1.562022622451711,0.0009112146909246695,1.0768993731321523,1,1,"Bag of Organic Bananas, Organic Reduced Fat 2% Milk",Bag of Organic Bananas---Organic Reduced Fat 2% Milk
1107,Organic Zucchini,Organic Whole Milk,0.024930297397769516,0.0399860594795539,0.0015566914498141263,0.062441752096924506,1.5615880361717787,0.0005598270952239465,1.0239512506743922,1,1,"Organic Whole Milk, Organic Zucchini",Organic Whole Milk---Organic Zucchini
1106,Organic Whole Milk,Organic Zucchini,0.0399860594795539,0.024930297397769516,0.0015566914498141263,0.0389308541545613,1.5615880361717787,0.0005598270952239465,1.0145676893460935,1,1,"Organic Whole Milk, Organic Zucchini",Organic Whole Milk---Organic Zucchini
91,Banana,Organic Gala Apples,0.14114776951672864,0.020562267657992565,0.0045306691449814125,0.03209876543209876,1.5610518239520121,0.0016283509288497942,1.0119190857104925,1,1,"Banana, Organic Gala Apples",Banana---Organic Gala Apples
90,Organic Gala Apples,Banana,0.020562267657992565,0.14114776951672864,0.0045306691449814125,0.22033898305084745,1.5610518239520121,0.0016283509288497942,1.1015713390981088,1,1,"Banana, Organic Gala Apples",Banana---Organic Gala Apples
121,Banana,Organic Grape Tomatoes,0.14114776951672864,0.018982342007434944,0.004182156133828996,0.029629629629629624,1.5609048460945643,0.0015028408992758522,1.010972395641193,1,1,"Banana, Organic Grape Tomatoes",Banana---Organic Grape Tomatoes
120,Organic Grape Tomatoes,Banana,0.018982342007434944,0.14114776951672864,0.004182156133828996,0.22031823745410034,1.5609048460945643,0.0015028408992758522,1.1015420287360012,1,1,"Banana, Organic Grape Tomatoes",Banana---Organic Grape Tomatoes
193,Large Lemon,Organic Hass Avocado,0.03759293680297398,0.06022304832713755,0.0035315985130111526,0.09394313967861558,1.5599200354041722,0.0012676372631666229,1.0372163081901034,1,1,"Large Lemon, Organic Hass Avocado",Large Lemon---Organic Hass Avocado
192,Organic Hass Avocado,Large Lemon,0.06022304832713755,0.03759293680297398,0.0035315985130111526,0.05864197530864198,1.5599200354041722,0.0012676372631666229,1.0223602900847097,1,1,"Large Lemon, Organic Hass Avocado",Large Lemon---Organic Hass Avocado
829,Organic Black Beans,Banana,0.008131970260223048,0.14114776951672864,0.0017890334572490706,0.22,1.5586502057613167,0.0006412239932422159,1.1010926031836812,1,1,"Banana, Organic Black Beans",Banana---Organic Black Beans
828,Banana,Organic Black Beans,0.14114776951672864,0.008131970260223048,0.0017890334572490706,0.012674897119341562,1.5586502057613165,0.0006412239932422159,1.004601247193922,1,1,"Banana, Organic Black Beans",Banana---Organic Black Beans
1885,Banana,Cantaloupe,0.14114776951672864,0.005390334572490706,0.0011849442379182156,0.00839506172839506,1.5574286930608767,0.0004241105360622434,1.0030301655830212,1,1,"Banana, Cantaloupe",Banana---Cantaloupe
1884,Cantaloupe,Banana,0.005390334572490706,0.14114776951672864,0.0011849442379182156,0.21982758620689655,1.5574286930608767,0.0004241105360622434,1.100849267801762,1,1,"Banana, Cantaloupe",Banana---Cantaloupe
1510,Organic Bread with 21 Whole Grains,Banana,0.005924721189591078,0.14114776951672864,0.0013011152416356876,0.21960784313725487,1.5558718631485513,0.0004648540607164078,1.1005392903177598,1,1,"Banana, Organic Bread with 21 Whole Grains",Banana---Organic Bread with 21 Whole Grains
1511,Banana,Organic Bread with 21 Whole Grains,0.14114776951672864,0.005924721189591078,0.0013011152416356876,0.009218106995884772,1.5558718631485513,0.0004648540607164078,1.0033240270432355,1,1,"Banana, Organic Bread with 21 Whole Grains",Banana---Organic Bread with 21 Whole Grains
363,Bag of Organic Bananas,100% Whole Wheat Bread,0.11273234200743494,0.016031598513011152,0.0028113382899628255,0.02493816982687552,1.5555635207952498,0.001004058643468167,1.0091343656763623,1,1,"100% Whole Wheat Bread, Bag of Organic Bananas",100% Whole Wheat Bread---Bag of Organic Bananas
362,100% Whole Wheat Bread,Bag of Organic Bananas,0.016031598513011152,0.11273234200743494,0.0028113382899628255,0.17536231884057973,1.5555635207952498,0.001004058643468167,1.0759484780577677,1,1,"100% Whole Wheat Bread, Bag of Organic Bananas",100% Whole Wheat Bread---Bag of Organic Bananas
1701,Bag of Organic Bananas,"Organic Avocado, Organic Baby Spinach",0.11273234200743494,0.0071561338289962825,0.001254646840148699,0.011129431162407256,1.5552296013961309,0.0004479191138873151,1.0040180155610068,1,2,"Bag of Organic Bananas, Organic Avocado, Organic Baby Spinach","Bag of Organic Bananas---Organic Avocado, Organic Baby Spinach"
1700,"Organic Avocado, Organic Baby Spinach",Bag of Organic Bananas,0.0071561338289962825,0.11273234200743494,0.001254646840148699,0.17532467532467533,1.5552296013961306,0.0004479191138873151,1.075899364809882,2,1,"Bag of Organic Bananas, Organic Avocado, Organic Baby Spinach","Bag of Organic Bananas---Organic Avocado, Organic Baby Spinach"
1196,Organic Reduced Fat 2% Milk,Organic Baby Spinach,0.014381970260223049,0.06754182156133828,0.0015102230483271376,0.1050080775444265,1.5547119564885163,0.0005388385793106786,1.041862116342115,1,1,"Organic Baby Spinach, Organic Reduced Fat 2% Milk",Organic Baby Spinach---Organic Reduced Fat 2% Milk
1197,Organic Baby Spinach,Organic Reduced Fat 2% Milk,0.06754182156133828,0.014381970260223049,0.0015102230483271376,0.022359821121431034,1.5547119564885163,0.0005388385793106786,1.0081603140230584,1,1,"Organic Baby Spinach, Organic Reduced Fat 2% Milk",Organic Baby Spinach---Organic Reduced Fat 2% Milk
1424,Organic Avocado,Original Hummus,0.047560408921933084,0.018238847583643122,0.0013475836431226765,0.028334147532975085,1.5535053628270672,0.0004801365937797985,1.0103896827532843,1,1,"Organic Avocado, Original Hummus",Organic Avocado---Original Hummus
1425,Original Hummus,Organic Avocado,0.018238847583643122,0.047560408921933084,0.0013475836431226765,0.07388535031847134,1.5535053628270672,0.0004801365937797985,1.0284251430485316,1,1,"Organic Avocado, Original Hummus",Organic Avocado---Original Hummus
2295,Feta Cheese Crumbles,Bag of Organic Bananas,0.0061105947955390335,0.11273234200743494,0.0010687732342007435,0.17490494296577946,1.5515063366131798,0.0003799115718411852,1.0753520463227861,1,1,"Bag of Organic Bananas, Feta Cheese Crumbles",Bag of Organic Bananas---Feta Cheese Crumbles
2294,Bag of Organic Bananas,Feta Cheese Crumbles,0.11273234200743494,0.0061105947955390335,0.0010687732342007435,0.009480626545754328,1.5515063366131796,0.0003799115718411852,1.0034022875680493,1,1,"Bag of Organic Bananas, Feta Cheese Crumbles",Bag of Organic Bananas---Feta Cheese Crumbles
2124,Organic Granny Smith Apple,Organic Avocado,0.015148698884758364,0.047560408921933084,0.0011152416356877324,0.0736196319018405,1.5479183962165193,0.0003947633220933929,1.0281301546074497,1,1,"Organic Avocado, Organic Granny Smith Apple",Organic Avocado---Organic Granny Smith Apple
2125,Organic Avocado,Organic Granny Smith Apple,0.047560408921933084,0.015148698884758364,0.0011152416356877324,0.023448949682462143,1.5479183962165193,0.0003947633220933929,1.0084995564696846,1,1,"Organic Avocado, Organic Granny Smith Apple",Organic Avocado---Organic Granny Smith Apple
2506,Organic Large Extra Fancy Fuji Apple,Limes,0.020236988847583643,0.03264405204460966,0.0010223048327137546,0.0505166475315729,1.5474992952020625,0.0003616875155470489,1.018823495367769,1,1,"Limes, Organic Large Extra Fancy Fuji Apple",Limes---Organic Large Extra Fancy Fuji Apple
2507,Limes,Organic Large Extra Fancy Fuji Apple,0.03264405204460966,0.020236988847583643,0.0010223048327137546,0.03131672597864769,1.5474992952020625,0.0003616875155470489,1.0114379358333174,1,1,"Limes, Organic Large Extra Fancy Fuji Apple",Limes---Organic Large Extra Fancy Fuji Apple
2305,Total Greek Strained Yogurt,Bag of Organic Bananas,0.006133828996282528,0.11273234200743494,0.0010687732342007435,0.17424242424242425,1.5456294186714634,0.00037729232597670016,1.074489273899253,1,1,"Bag of Organic Bananas, Total Greek Strained Yogurt",Bag of Organic Bananas---Total Greek Strained Yogurt
2304,Bag of Organic Bananas,Total Greek Strained Yogurt,0.11273234200743494,0.006133828996282528,0.0010687732342007435,0.009480626545754328,1.5456294186714632,0.00037729232597670016,1.0033788309841942,1,1,"Bag of Organic Bananas, Total Greek Strained Yogurt",Bag of Organic Bananas---Total Greek Strained Yogurt
1272,Total 2% with Strawberry Lowfat Greek Strained Yogurt,Bag of Organic Bananas,0.008271375464684014,0.11273234200743494,0.0014405204460966542,0.17415730337078653,1.544874348120085,0.0005080689183399899,1.0743785246440583,1,1,"Bag of Organic Bananas, Total 2% with Strawberry Lowfat Greek Strained Yogurt",Bag of Organic Bananas---Total 2% with Strawberry Lowfat Greek Strained Yogurt
1273,Bag of Organic Bananas,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.11273234200743494,0.008271375464684014,0.0014405204460966542,0.012778235779060182,1.544874348120085,0.0005080689183399899,1.0045651954583201,1,1,"Bag of Organic Bananas, Total 2% with Strawberry Lowfat Greek Strained Yogurt",Bag of Organic Bananas---Total 2% with Strawberry Lowfat Greek Strained Yogurt
83,Banana,Apple Honeycrisp Organic,0.14114776951672864,0.022908921933085503,0.004995353159851301,0.03539094650205761,1.5448542976151718,0.0017618099269634184,1.0129399828082775,1,1,"Apple Honeycrisp Organic, Banana",Apple Honeycrisp Organic---Banana
82,Apple Honeycrisp Organic,Banana,0.022908921933085503,0.14114776951672864,0.004995353159851301,0.21805273833671396,1.5448542976151716,0.0017618099269634184,1.0983505826932625,1,1,"Apple Honeycrisp Organic, Banana",Apple Honeycrisp Organic---Banana
1255,Banana,Unsalted Butter,0.14114776951672864,0.006714684014869889,0.0014637546468401488,0.01037037037037037,1.5444316288606945,0.0005159919751316316,1.0036939944460521,1,1,"Banana, Unsalted Butter",Banana---Unsalted Butter
1254,Unsalted Butter,Banana,0.006714684014869889,0.14114776951672864,0.0014637546468401488,0.2179930795847751,1.5444316288606945,0.0005159919751316316,1.0982667903082541,1,1,"Banana, Unsalted Butter",Banana---Unsalted Butter
820,Carrots,Organic Strawberries,0.016426579925650556,0.07144516728624535,0.001812267657992565,0.11032531824611033,1.544195673922793,0.0006386679072635812,1.0437015369294507,1,1,"Carrots, Organic Strawberries",Carrots---Organic Strawberries
821,Organic Strawberries,Carrots,0.07144516728624535,0.016426579925650556,0.001812267657992565,0.025365853658536584,1.5441956739227929,0.0006386679072635812,1.0091719275037119,1,1,"Carrots, Organic Strawberries",Carrots---Organic Strawberries
1151,Organic Avocado,Sparkling Water Grapefruit,0.047560408921933084,0.02058550185873606,0.0015102230483271376,0.031753786028334154,1.5425315470197538,0.0005311681620624371,1.0115345497957453,1,1,"Organic Avocado, Sparkling Water Grapefruit",Organic Avocado---Sparkling Water Grapefruit
1150,Sparkling Water Grapefruit,Organic Avocado,0.02058550185873606,0.047560408921933084,0.0015102230483271376,0.07336343115124154,1.5425315470197538,0.0005311681620624371,1.0278458924423475,1,1,"Organic Avocado, Sparkling Water Grapefruit",Organic Avocado---Sparkling Water Grapefruit
397,Organic Avocado,Strawberries,0.047560408921933084,0.035803903345724905,0.00262546468401487,0.05520273571079629,1.5418077514553359,0.0009226163998908255,1.0205322698300419,1,1,"Organic Avocado, Strawberries",Organic Avocado---Strawberries
